ISO,Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
ARG,Argentina,0.14193855679923792,0.23045890065557242,0.3389086920756786,0.21445710857828432,0.15167007498295842,0.11637931034482758,0.1256420387198736,0.08799675587996757,0.07808764940239044,0.07021696252465483,0.06108829568788501,0.049263585576434746,0.0498504486540379,0.04736842105263158,0.04375863657300784,0.044063079777365496,0.042110134197130965,0.04131847725162489,0.055818353831598874,0.06407214048410062,0.058746163963174045,0.051954022988505745,0.04477611940298507,0.04556020455602045,0.04837209302325581,0.04585868039307441
AUS,Australia,0.0011907597046915937,0.0017650025214321738,0.003564573622155196,0.005398920215956808,0.002044989775051125,0.0007183908045977007,0.0031608060055314108,0.00364963503649635,0.0015936254980079678,0.0007889546351084811,0.002053388090349075,0.004062976130015236,0.0049850448654037895,0.00909090909090909,0.007369875633348689,0.006957328385899814,0.00046274872744100047,0.005571030640668524,0.010406811731315043,0.00854295206454675,0.010083296799649278,0.011494252873563218,0.011660447761194032,0.011622501162250116,0.01162790697674419,0.01169864295741694
BRA,Brazil,0.3734222433912837,0.3744326777609683,0.4208938853852481,0.4295140971805638,0.4386503067484663,0.42205459770114945,0.39826155669695773,0.37023519870235194,0.32470119521912355,0.28915187376725837,0.34907597535934287,0.3265617064499746,0.273678963110668,0.2215311004784689,0.18793182865039154,0.21660482374768092,0.25960203609440075,0.2864438254410399,0.29754020813623466,0.2956810631229236,0.10609381850065759,0.31448275862068964,0.2761194029850746,0.2715016271501627,0.26744186046511625,0.26672905942910624
CAN,Canada,0.0064301024053346045,0.006051437216338882,0.006306553331505347,0.007198560287942412,0.009884117246080437,0.009339080459770114,0.010272619517977085,0.01013787510137875,0.009163346613545818,0.005522682445759369,0.009753593429158111,0.005078720162519045,0.009471585244267201,0.014354066985645933,0.007830492860432981,0.007421150278293136,0.00046274872744100047,0.0027855153203342605,0.004730368968779566,0.0037968675842429992,0.005699254712845242,0.0064367816091954015,0.006996268656716418,0.006973500697350068,0.006976744186046512,0.006551240056153487
CHN,China,1.0000000000000002,1.0,0.9999999999999999,0.9999999999999999,0.9754601226993865,0.8326149425287356,0.8364282892137496,0.7424979724249796,0.6784860557768925,0.6039447731755424,0.6925051334702259,0.5073641442356526,0.4172482552342972,0.15215311004784687,0.10087517273146018,0.054267161410018555,0.04164738546968996,0.04085422469823584,0.036423841059602655,0.028001898433792118,0.026304252520824196,0.023448275862068966,0.02425373134328358,0.022780102278010222,0.021860465116279072,0.021057557323350493
DEU,Germany,0.0,0.0,0.0010967918837400603,0.004199160167966406,0.0037491479209270625,0.002155172413793103,0.002370604504148558,0.0032441200324412,0.0015936254980079678,0.0,0.0,0.0005078720162519038,0.0004985044865403795,0.004784688995215311,0.004145555043758638,0.0060296846011131736,0.0027764923646459976,0.009285051067780874,0.008041627246925259,0.008068343616516375,0.011398509425690487,0.012413793103448277,0.013059701492537313,0.013017201301720127,0.013023255813953489,0.013102480112306972
FRA,France,0.0,0.0007564296520423601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039447731755424056,0.0005133470225872688,0.0,0.0004985044865403795,0.002870813397129186,0.0009212344541685855,0.0060296846011131736,0.0013882461823229997,0.0009285051067780868,0.0004730368968779569,0.00047460844803037545,0.007452871547566858,0.00781609195402299,0.008395522388059701,0.008368200836820085,0.008372093023255815,0.008423022929340197
GBR,United Kingdom,0.0014289116456299117,0.0017650025214321738,0.003838771593090211,0.0035992801439712055,0.003408316291751875,0.003591954022988506,0.004741209008297116,0.00202757502027575,0.004382470119521913,0.0031558185404339245,0.0010266940451745376,0.0005078720162519038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014238253440911246,0.0,0.001839080459770116,0.0023320895522388066,0.002324500232450024,0.002325581395348838,0.0023397285914833893
IDN,Indonesia,0.7192188616337223,0.6999495713565306,0.5215245407183986,0.5689862027594481,0.6813224267211998,0.6663074712643678,1.0,0.7899432278994323,0.7880478087649402,0.7128205128205128,0.7623203285420944,0.6805485017775521,0.6400797607178466,0.49904306220095696,0.4159373560571166,0.41975881261595555,0.3405830633965757,0.287836583101207,0.24550614947965937,0.21309919316563836,0.17185444980271813,0.17655172413793102,0.1478544776119403,0.12552301255230122,0.10837209302325582,0.09358914365933552
IND,India,0.65015479876161,0.6684316691880988,0.7373183438442554,0.7840431913617276,0.8766189502385822,0.8979885057471264,0.9964440932437773,1.0,0.9999999999999999,1.0,1.0,0.5881157948197054,0.48554336989032904,0.38564593301435407,0.3219714417319208,0.2755102040816327,0.2221193891716798,0.1894150417827298,0.15610217596972564,0.1267204556241101,0.14072775098640944,0.09655172413793105,0.07136194029850745,0.05625290562529056,0.04883720930232558,0.04492278895648105
ITA,Italy,0.026911169326030007,0.029248613212304594,0.0329037565122018,0.02069586082783443,0.023176550783912748,0.021910919540229886,0.025681548794942714,0.02716950527169505,0.02589641434262948,0.026824457593688365,0.047741273100616016,0.042153377348908075,0.04785643070787638,0.054066985645933006,0.04375863657300784,0.07096474953617811,0.08607126330402591,0.07288765088207984,0.05676442762535479,0.028951115329852867,0.03419552827707146,0.02942528735632184,0.02938432835820895,0.02928870292887029,0.028837209302325584,0.029012634534394007
JPN,Japan,0.00904977375565611,0.009833585476550683,0.011242116808335617,0.012597480503899219,0.01499659168370825,0.013649425287356323,0.01659423152903991,0.0170316301703163,0.014741035856573707,0.00631163708086785,0.0035934291581108824,0.007618080243778568,0.010468594217347957,0.017224880382775122,0.013357899585444498,0.013914656771799632,0.009254974548819994,0.011142061281337049,0.012771996215704828,0.010915994304698622,0.012275317843051293,0.013333333333333332,0.013992537313432838,0.013947001394700138,0.013488372093023258,0.013570425830603649
KOR,"Korea, Rep.",0.008335317932841153,0.009077155824508323,0.009596928982725527,0.011097780443911215,0.013292433537832311,0.011853448275862068,0.013828526274199922,0.013381995133819949,0.009960159362549802,0.013017751479289942,0.022073921971252568,0.020822752666328083,0.01844466600199402,0.017224880382775122,0.010133578995854447,0.011595547309833025,0.006015733456732996,0.006035283194057568,0.001419110690633869,0.0,0.0008768084173608071,0.0,0.0,0.0,0.0,0.0
MEX,Mexico,0.2886401524172423,0.2607160867372668,0.24102001645187823,0.29694061187762444,0.3667348329925017,0.3153735632183908,0.25483998419597,0.33130575831305753,0.3936254980079682,0.3242603550295858,0.297741273100616,0.2737430167597766,0.25573280159521433,0.2583732057416268,0.25978811607554125,0.20918367346938777,0.16242480333179088,0.1480965645311049,0.13623462630085148,0.18652112007593735,0.2170100832967996,0.1627586206896552,0.08488805970149252,0.08182240818224082,0.08093023255813954,0.08095460926532523
RUS,Russian Federation,0.07501786139557039,0.05118507312153304,0.0383877159309021,0.045590881823635264,0.04737559645535106,0.04130747126436781,0.03832477281706836,0.034874290348742905,0.026693227091633468,0.02485207100591716,0.03234086242299795,0.029964448958862366,0.028913260219341978,0.028708133971291867,0.02303086135421465,0.02411873840445269,0.01897269782508098,0.021355617455896005,0.023178807947019868,0.019458946369245368,0.019728189390618153,0.01885057471264368,0.02005597014925373,0.019060901906090187,0.018139534883720932,0.017781937295273748
